Title,Removed amounts and measurements
Cornmeal Dumplings with Garbanzos,"['oil','onion','clove','paprika','carrot','zucchini','peas','tomato','tomato','vinegar','water','tomato','salt','pepper','polenta','tea','pepper','salt','pepper','sesame seeds','cilantro']"
Dumplings with Meat Filling and Plum Sauce,"['gin','clove','plums','pepper','oil','sugar','sherry','soy sauce','beef','cilantro','sambal oelek','oyster sauce','filo dough','butter','egg']"
Deep Fried Vegetable Balls,"['shallot','butter','peas','broth','cream',' scallion','parsley','feta','potato','egg','salt','pepper','nutmeg','flour','rum','oil']"
Creamy Turnip Soup with Dumplings,"['onion','potato','rutabaga','butter','broth','bread','milk','onion','marjoram','butter','salt','pepper','nutmeg','egg','rum','onion']"
Four Cheese and Spinach Dumplings in Butter,"['spinach','milk','semolina','onion','clove','butter','ricotta','gorgonzola','gruyere','egg','salt','pepper','nutmeg','rum','butter','parmesan']"
Spinach Ravioli,"['flour','egg','salt','butter','ale','onion','spinach','sage','marjoram','parsley','pepper','nutmeg','flour','butter']"
Fried Cheese Balls with Marinated Peppers,"['milk',', ',', ',', ',', ',', ',', ',', ',', ',', ',', ',', ']"
Pot Roast with Potato Dumplings,"['beef','onion','clove','celery','wine','vinegar','bay leaf','corn','juniper berries','butter','beef','raisins','salt','pepper','sugar','gravy','almond','potato','flour','egg','parsley','salt','corn','bread','butter']"
Veal Meatballs,"['potato','roll','beef','onion','butter','lemon','ground veal','egg','salt','pepper','marjoram','bay leaf','ice','flour','caper','mustard','cream','salt','pepper','egg','parsley','parsley']"
Sausage Filled Dumplings with Bacon,"['flour','egg','tea','shallot','butter','sage','quark','cheese','marjoram','butter','salt','pepper','egg','butter','onion','bacon','parsley']"
Salt Cod Cakes on Lemongrass Skewers,"['cod','potato','onion','wine','salt','pepper','nutmeg','egg','rum','lemon','oil','clove','egg','salt','oil','lemon','tea']"
Classic Roast Beef with Gravy,"['leek','onion','celery','carrot','beef','salt','pepper','oil','tomato','wine','beef','bay leaf','juniper berries','clove','corn','butter','bay leaf']"
Wild Garlic and Potato Dumplings with Lime Sauce,"['garlic','scallions','butter','egg','potato','salt','flour','parmesan','pepper','nutmeg','shallot','oil','lime','tea','wine','lime','cream','butter','onion','butter']"
Sweet Dumplings Stuffed with Plums and Vanilla Custard,"['flour','yeast','sugar','milk','egg','lemon','butter','plums','milk','cream','vanilla','egg','sugar','butter','sugar']"
Mini Cheese Strudels with Steamed Cabbage,"['phyllo dough','butter','onion','butter','cheese','cheese','egg','parsley','salt','pepper','endive leaf','lettuce',', ']"
Meatballs with Apple Rings and Mashed Potatoes with Beets,"['roll','potato','salt','scallions','beet','ground meat','egg','tea','pepper','butter','apple','butter','tea','milk','butter','nutmeg']"
Asparagus and Broccoli Tart,"['broccoli','onion','asparagus','broth','millet','flour','cream','salt','butter','fat','egg','cream','pepper']"
Cherry Tomato and Rosemary Galette,"['flour','butter','cream','egg','salt','tomato','clove','onion','oil','rosemary','wine']"
Asparagus Ragout,"['flour','flour','cream','salt','egg','butter','fat','asparagus','scallions','tomato','butter','milk','chervil','lemon','pepper']"
Asparagus Quiche,"['pastry','pepper','egg','cream','creme fraiche','cheese','salt','pepper','nutmeg']"
Mushroom and Mozzarella Quiche with Pine Nuts,"['butter','mushroom','mushroom','mushroom','onion','garlic','butter','salt','pepper','quark','mozzarella','egg','semolina','pine nuts','basil','pine nuts']"
Asparagus and Salmon Quiche,"['flour','tea','baking powder','egg','butter','scallions','asparagus','butter','salmon','egg','cream','salt','pepper','nutmeg','gouda','chives']"
Venetian Frittata with Noodles and Vegetables,"['peas','pepper','corn','penne','salt','shallot','garlic','oil','egg','milk','cream','parmesan','pepper','parsley']"
Cabbage Tart with Goat Cheese,"['egg','flour','margarine','salt','cabbage','shallot','oil','broth','thyme','milk','pepper','cheese']"
Chestnut and Fig Tart with Cheese,"['flour','butter','salt','sugar','egg','flour','butter','figs','chestnuts','cheese','cheese','cream','egg','salt','pepper']"
Cabbage and Bacon Quiche,"['yeast','flour','tea','oil','flour','cabbage','salt','bacon','apple','lemon','egg','milk','cream','pepper','caraway seeds','nutmeg','parsley']"
Leek Quiche with Arugula,"['flour','tea','egg','butter','leek','butter','broth','bacon','tea','salt','pepper','cayenne','marjoram','egg','cream','ale','arugula','parmesan']"
Zucchini Quiche,"['zucchini','scallions','clove','oil','salt','pepper','filo dough','feta','thyme','cream','egg','cheddar']"
Frittata with Ham and Pecorino Cheese,"['egg','potato','leek','ham','pepper','pecorino','salt','pepper','oil']"
Quiche Lorraine,"['bacon','onion','parsley','basil','egg','milk','cream','creme fraiche','cheese','salt','pepper','flour','butter','egg','tea','flour']"
Pumpkin Quiche with Feta and Red Onion,"['flour','tea','egg','butter','onion','feta','pumpkin','basil','creme fraiche','egg','cream','pepper','nutmeg','oil','butter','flour']"
Leek Quiche,"['flour','butter','egg','tea','leek','egg','milk','cream','cheese','bacon','salt','pepper','nutmeg']"
Mini Bell Pepper & Eggplant Quiches,"['flour','tea','butter','egg','butter','flour','pepper','egg','onion','garlic','cream','egg','cream','parmesan','salt','pepper','nutmeg']"
Mini Sweet Potato and Beet Quiche,"['pastry','potato','onion','carrot','cream','egg','gruyere','salt','pepper','thyme']"
Spinach and Salmon Quiche,"['oil','filo dough','spinach','salmon','clove','cream','egg','cream','onion','cheddar','salt','pepper','nutmeg','butter']"
Vegetable quiche with tomatoes and cauliflower,"['pastry','carrot','cauliflower','broccoli','salt','ham','tomato','egg','cream','parsley','pepper','nutmeg','butter']"
Quiche Lorraine,"['flour','butter','egg','salt','flour','onion','bacon','cheese','butter','rum','egg','cream','pepper','paprika','butter']"
Quiche a La Lorraine,"['flour','butter','egg','tea','flour','bacon','onion','egg','milk','cream','creme fraiche','cheese','salt','pepper']"
Mini Salmon Quiche,"['flour','salt','butter','egg','salmon','onion','clove','basil','egg','cheese','cream','salt','pepper','basil']"
"Pear Tart with Blue Cheese, Hazelnuts and Thyme","['pastry','hazelnuts','pear','egg','cream','salt','pepper','cheese','thyme','thyme']"
Tomato and Prosciutto Tart,"['pastry','tomato','tomato','gin','vinegar','egg','olives','prosciutto','salt','pepper','basil']"
Green Bean Quiche with Parmesan,"['flour','butter','flour','butter','salt','egg','beans','mozzarella','ham','tomato','cream','creme fraiche','egg','salt','pepper','nutmeg','parsley','parmesan','lime']"
Pumpkin Quiche with Smoked Mozzarella,"['flour','butter','tea','pumpkin','onion','garlic','mozzarella','egg','cream','salt','pepper','nutmeg','butter','flour']"
Vegetarian Mini Quiches,"['oil','zucchini','pepper','clove','parsley','onion','quark','cream','egg','salt','pepper','nutmeg','ale','onion']"
Leek Cake with Dried Tomatoes,"['flour','egg','egg','salt','milk','butter','quark','cream','egg','lemon','clove','leek','tomato','chives','scallions','peas','plastic wrap']"
Tomato Tart with Balsamic and Fresh Herbs,"['flour','salt','butter','egg','fat','tomato','salt','pepper','vinegar','oil','rosemary','basil']"
"Broccoli, Tomato and Bacon Quiche","['quark','corn','salt','egg','flour','baking powder','broccoli','tomato','bacon','cream','egg','egg','cheese','salt','pepper']"
Asparagus Quiche with Strawberries,"['butter','flour','hazelnuts','egg','salt','oil','asparagus','salt','cream','creme fraiche','basil','egg','gruyere','pepper','nutmeg','strawberry half','basil']"
Tuna and Vegetable Quiche,"['flour','salt','butter','egg','tuna','carrot','onion','leek','peas','egg','cream','creme fraiche','ale','salt','pepper']"
Potato Cheesecake,"['potato','parmesan','pecorino','mozzarella','mozzarella','basil','cream','egg','egg','rum','salt','pepper']"
Spinach Quiche with Parsnip and Feta,"['spinach','parsley','salt','clove','chile','parnsip','olives','feta','pepper','nutmeg','oil','filo dough','creme fraiche','egg','pecorino']"
Salmon and Scallion Quiche,"['flour','butter','salt','egg','scallions','butter','salt','pepper','cayenne','salmon','cream','cream','egg']"
Bacon Quiche,"['flour','butter','tea','egg','butter','flour','flour','bacon','onion','egg','milk','cream','creme fraiche','salt','pepper','nutmeg','cheese']"
Tomato and Arugula Tart,"['butter','flour','egg','salt','oil','tomato','salt','ricotta','egg','cream','cheese','pepper','honey','arugula']"
Bacon and Leek Quiche,"['yeast','milk','flour','butter','salt','butter','leek','bacon','cream','egg','cheese','pepper','nutmeg']"
Mushroom and Bacon Quiche,"['flour','butter','egg','tea','butter','flour','bacon','onion','mushroom','egg','milk','cream','creme fraiche','salt','pepper','nutmeg','cheese']"
Asparagus Quiche with Salmon,"['pastry','asparagus','salmon','dill','flour','egg','cream','parmesan','creme fraiche','salt','pepper','nutmeg']"
Vegetable Quiche,"['flour','salt','butter','egg','onion','garlic','tomato','zucchini','egg','oil','pepper','paprika','parsley','parmesan','egg','creme fraiche','cream','oregano','butter','parsley']"
Sauerkraut Tart,"['flour','salt','egg','butter','onion','apple','bacon','sauerkraut','juniper berries','tea','bay leaf','pepper','apple','flour','pan','egg','cream','cheese']"
Tomato Quiche,"['flour','butter','salt','egg','plastic wrap','peas','tomato','basil','creme fraiche','egg','oil','salt','pepper','cheese']"
Bacon and Onion Tart,"['flour','butter','egg','salt','onion','bacon','oil','tea','butter','flour','egg','cream','milk','cheese','pepper','nutmeg']"
Provençale-style Quiche,"['pastry','asparagus','salt','mushroom','tomato','pepper','zucchini','egg','prosciutto','garlic','oil','pepper','egg','creme fraiche','cream','parmesan','nutmeg','butter']"
Vegetarian Vegetable Tart,"['flour','salt','egg','butter','zucchini','tomato','broccoli','cream','cream','pepper','nutmeg','cheese']"
Quiche with Salmon and Pears,"['pastry','scallions','salmon','egg','cream','cream','salt','pepper','nutmeg','pear','butter','flour']"
Quiche with Pancetta and Sauerkraut,"['flour','salt','egg','butter','parsley','onion','pan','sauerkraut','juniper berries','tea','bay leaf','salt','pepper','wine','flour','butter','egg','cream','ale']"
Savoury Tart with Cheese,"['filo dough','butter','camembert','egg','oregano','salt','cayenne']"
"Ground Lamb, Bacon and Salami Quiche","['cauliflower','salt','lemon','flour','egg','butter','baking powder','pepper','milk','onion','bacon','salami','ground meat','paprika','tea','cream','corn']"
Mini Quiches with Chicken and Mushroom,"['flour','tea','egg','butter','chicken','scallions','mushroom','oil','curry powder','salt','pepper','lemon','egg','cream','flour','butter']"
Quiche with Bacon and Onion,"['flour','butter','salt','egg','parchment paperfor blind baking','legume','bacon','onion','oil','clove','egg','cheese','cream','salt','pepper','parsley']"
Spicy Mini Quiches with Feta,"['butter','flour','egg','egg','tea','oil','pepper','olives','feta','egg','cream','arugula']"
Vegetable Filo Pie,"['pumpkin','spinach','salt','shallot','clove','oil','broth','feta','cumin','filo dough','sesame seeds','poppy seeds']"
Quiche with Rapini and Bacon,"['flour','butter','egg','tea','flour','turnip','bacon','onion','oil','egg','milk','cream','creme fraiche','cheese','salt','pepper']"
Meat and Vegetable Quiche,"['flour','butter','tea','flour','butter','pepper','onion','clove','celery','oil','ground meat','salt','pepper','paprika','cream','creme fraiche','egg','tea']"
Quiche with Mushrooms and Dried Tomatoes,"['flour','tea','butter','quark','mushroom','onion','clove','oil','pepper','nutmeg','tea','parmesan','cream','milk','egg','flour','butter','tomato','arugula']"
Bacon and Onion Casserole,"['yeast','milk','sugar','tea','flour','onion','bacon','cream','egg','tea','pepper','pan']"
Swiss Potato Quiche,"['pastry','potato','onion','garlic','tomato','parsley','cheese','salt','pepper','milk','cream','egg','nutmeg']"
"Shrimp, Leek and Celery Quiche","['shrimp','celery','leek','butter','salt','pepper','cream','egg','flour','butter','salt','egg']"
Vegetable Tart,"['pastry','zucchini','mushroom','leek','onion','butter','egg','cream','cream','gruyere','salt','pepper','nutmeg','basil','basil']"
"Broccoli, Sausage and Tomato Tart","['flour','yeast','sugar','milk','butter','salt','egg','broccoli','clove','salt','oregano','tomato','sage','butter','tomato','pepper','quark','cream','egg','nutmeg']"
Asparagus Quiche,"['flour','egg','butter','salt','potato','asparagus','butter','lentils','parchment paper','cream','egg','pepper','nutmeg','lemon']"
Asparagus Quiche,"['flour','salt','butter','butter','pan','asparagus','snow pea','butter','lemon',' bunch fresh herbs','salt','pepper','cream','egg','cheese']"
"Leek, Apple and Cabbage Quiche","['flour','butter','salt','egg','flour','apple','leek','bacon','cabbage','salt','walnut','cream','creme fraiche','egg','ale','pepper','nutmeg']"
Asparagus Tart,"['flour','baking powder','tea','butter','egg','egg','butter','flour','asparagus','salt','egg','milk','cream','corn','gouda','pepper','nutmeg']"
Leek and Ham Quiche,"['pastry','lettuce','parsley','onion','garlic','leek','ham','butter','salt','pepper','nutmeg','flour','butter','egg','cream','ale']"
Mixed Vegetable Quiche with Pepitas,"['flour','egg','butter','butter','flour','cream','egg','gruyere','nutmeg','tea','zucchini','tomato','scallions','pumpkin']"
Baked Autumn Vegetable Quiche,"['pastry','oil','onion','bacon','pumpkin','parsley','egg','parmesan','parsley']"
Potato Kugel,"['potato','onion','parsley','butter','egg','milk','salt','pepper','nutmeg']"
Swiss Chard Quiche,"['flour','butter','egg','salt','spinach','scallions','oil','salt','pepper','nutmeg','ricotta','cream','egg','pine nuts','gouda','flour','butter']"
Quiche Lorraine,"['flour','salt','butter','pan','bacon','cream','egg','pepper','nutmeg','cheese']"
Mediterranean Veggie Quiche,"['flour','butter','cream','egg','zucchini','tomato','paprika','onion','clove','oil','tomato','salt','pepper','tea','egg','creme fraiche','parmesan']"
Goat Cheese and Fig Tart,"['flour','butter','egg','honey','rosemary','salt','cheese','egg','cream','salt','pepper','figs']"
Vegetable Tartlets,"['flour','butter','salt','egg','peas','carrot','egg','cream','cream','salt','pepper']"
Herb Tart with Walnuts,"['walnut','cabbage','sauerkraut','oil','salt','pepper','quark','flour','baking powder','cream']"
Vegetarian Broccoli and Cauliflower Quiche,"['flour','salt','butter','egg','broccoli','cauliflower','cream','egg','cheese','pepper','nutmeg','almond']"
Vegetarian Quiche,"['flour','tea','butter','quark','onion','garlic','pepper','pepper','zucchini','oil','asparagus','broccoli','tomato','feta','quark','egg','cream','oregano','pepper','rum','sage','butter']"
Spinach Feta Quiche,"['flour','salt','egg','butter','spinach','onion','garlic','oil','pepper','nutmeg','feta','egg','pine nuts','flour','butter','egg','cream']"
Roquefort Quiche,"['flour','salt','egg','butter','roquefort','egg','creme fraiche','flour','butter']"
Spinach Quiche with Feta and Mushrooms,"['flour','butter','salt','egg','spinach','onion','butter','salt','pepper','chili','mushroom','feta','cream','egg','parmesan']"
Brussels Sprouts Quiche,"['flour','butter','egg','salt','sprouts','cream','egg','salt','pepper','nutmeg']"
Asparagus Frittata,"['butter','asparagus','chives','egg','creme fraiche','flour','salt','pepper','nutmeg']"
Cauliflower Broccoli Tarts with Almonds,"['pastry','broccoli','cauliflower','salt','cream','egg','pepper','nutmeg','feta','almond']"
Wild Garlic (or Leek) Tomato Quiche,"['parmesan','flour','butter','tomato','onion','oil','salt','pepper','garlic','cream','milk','egg','nutmeg']"
Onion and Goat Cheese Quiche,"['pastry','flour','onion','cheese','egg','creme fraiche','cream','salt','pepper','nutmeg']"
Egg and Vegetable Bake,"['flour','salt','butter','egg','asparagus','broccoli','tomato','creme fraiche','milk','lemon','pepper','nutmeg','gouda']"
Asparagus Tartlets,"['filo dough','oil','flour','asparagus','asparagus','salt','ricotta','cream','egg','pepper','tabasco sauce','garlic']"
Vegan Vegetable Quiche,"['flour','semolina','margarine','tea','milk','margarine','flour','onion','garlic','pepper','pepper','zucchini','oil','salt','asparagus','broccoli','tomato','flour','tofu','yeast','pepper','oregano','rum','sage']"
Low Calorie Smoked Salmon and Egg Tartlets,"['flour','tea','egg','butter','salmon','artichoke hearts','yogurt','egg','horseradish','salt','pepper','shorteningto grease the tins','flour','gouda']"
Pumpkin Quiche,"['for the dough','flour','butter','tea','water','baking dish','flour','pumpkin','onion','bacon','parsley','chives','ale','cream','egg','salt','pepper','fat']"
Swiss Chard and Bacon Quiche,"['potato','yeast','flour','salt','nutmeg','roquefort','ale','egg','creme fraiche','milk','salt','pepper','swiss chard','egg','onion','oil','bacon','gouda','butter','flour']"
Small Pies with Carrots and Ground Meat,"['flour','salt','egg','butter','carrot','onion','ground meat','oil','egg','cream','pepper','flour','butter','egg']"
Quiche with Onions and Cheese,"['flour','butter','egg','butter','oil','onion','garlic','sugar','egg','cream','cheese','salt','pepper']"
Cheese and Bacon Egg Bake,"['flour','salt','flour','butter','egg','butter','peas','onion','egg','creme fraiche','pepper','nutmeg','bacon','gorgonzola']"
Pizza Calzone,"['spinach','onion','oil','salt','pepper','nutmeg','mozzarella','egg','ricotta','cold cuts','tomato','pizza dough','flour']"
Calzone Stuffed with Mushrooms and Ham,"['flour','salt','sugar','yeast','oil','egg','water','onion','garlic','butter','tomato','tomato','salt','pepper','paprika','oregano','bay leaf','mushroom','olives','ham','cheese','parmesan','ice','flour','basil']"
Grain Pastry Calzone,"['flour','milk','tea','tea','yeast','egg','water','butter','spinach','feta','mint','salt','pepper','quinoa','egg','water','salt','salt']"
Ham and Cheese Calzone,"['yeast','sugar','flour','oil','tea','flour','onion','garlic','oil','tomato','cayenne','tomato','peas','mozzarella','ham','basil']"
Spinach and Cheese Calzones,"['pizza crust','oil','onion','clove','spinach','lemon','feta','pine nut','oregano','tea','cayenne','egg','fennel']"
Calzone with Ricotta and Ham,"['flour','oil','tea','tea','ham','ricotta','parmesan','creme fraiche','egg','oregano','salt','pepper','flour']"
"Ham, Cheese, Pepper and Pea Calzone","['pizza dough','fontina','pepper','peas','prosciutto','cheese','oil']"
"Spinach, Cheese, and Tomato Calzones","['pastry','tomato','spinach','cheddar','flour','salt','pepper','nutmeg','egg']"
Salami and Mushroom Calzones,"['flour','yeast','salt','water','sugar','tomato','tomato','oil','salami','mushroom','cheese','oregano']"
Savory Apple Calzones,"['yeast','sugar','flour','oil','tea','onion','butter','apple','salt','pepper']"
Calzone,"['yeast','flour','flour','oil','sugar','salt','ham','mozzarella','ricotta','oregano','egg','parmesan','oil','salt','pepper','tomato','mozzarella','basil']"
Swiss Chard Calzone,"['flour','salt','yeast','honey','oil','oil','swiss chard','salt','pepper','onion','clove','oil','ricotta','parmesan','egg','pine nuts','nutmeg']"
Calzone with Ham Filling,"['flour','yeast','oil','egg','tea','ham','mozzarella','ricotta','parmesan','oregano','egg','oil','salt','pepper','tomato','pecorino','oregano']"
Vegetarian Calzones,"['yeast','sugar','flour','oil','tea','flour','onion','garlic','oil','broccoli','salt','butter','tomato','oil','ketchup','tea','pepper','nutmeg']"
Vegetable Calzone,"['yeast','flour','tea','broccoli','pepper','onion','clove','tomato','zucchini','oil','salt','pepper','rosemary','tea','oil']"
"Calzone Filled with Mozzarella, Tomatoes, and Spinach","['flour','tea','yeast','tea','oil','flour','spinach','tomato','mozzarella','clove','pepper','oil']"
Smoked Salmon Calzone,"['flour','tea','yeast','oil','tea','flour','oregano','sprouts','mozzarella','creme fraiche','tea','lemon','salt','cayenne','salmon']"
Spinach Calzone,"['yeast','sugar','flour','oil','tea','flour','oil','onion','garlic','tomato','oil','tomato','oregano','salt','pepper','spinach','tomato','onion','garlic','oil','salt','pepper','nutmeg','mozzarella','ricotta','egg']"
Eggplant Lasagna,"['egg','salt','onion','garlic','oil','tomato','wine','tomato','thyme','pepper','butter','flour','milk','cream','parmesan','salt','nutmeg','pepper','lasagne','mozzarella','parmesan','basil']"
Salmon Lasagna,"['shallot','clove','spinach','oil','salt','pepper','nutmeg','butter','flour','milk','cream','lemon','salmon','lemon','oil','lasagne','parmesan','mozzarella']"
Eggplant Summer Squash Lasagna,"['egg','zucchini','salt','oil','pepper','onion','clove','butter','flour','milk','nutmeg','ricotta','beef','mozzarella','butter','lasagna noodle','parmesan','pine nuts']"
Spinach and Tomato Lasagna,"['lasagna nooodles','salt','oil','spinach','clove','nutmeg','basil','tomato','sugar','cayenne','mozzarella','parmesan']"
Lasagna with Spinach and Tomato Sauce,"['lasagne','oil','shallot','clove','tomato','oregano','thyme','wine','tomato','ricotta','creme fraiche','parmesan','cream','spinach','nutmeg','salt','pepper','cheese']"
Mushroom Lasagna,"['chanterelle','mushroom','mushroom','oil','shallot','clove','basil','parmesan','salt','pepper','butter','flour','milk','lemon','butter','nutmeg','lasagna nooodles']"
Lasagna with Zucchini and Pine Nuts,"['lasagne','zucchini','cream','pine nuts','oil','salt','pepper','lemon','clove','parsley']"
Vegetable Lasagna,"['lasagne','spinach','salt','onion','clove','oil','pepper','tomato','cream','creme fraiche','parsley','feta','parmesan','parsley']"
Lasagna with Mushrooms,"['lasagne','beef','chanterelle','beef','onion','clove','sage','tomato','milk','butter','flour','oil','salt','pepper','chili','butter']"
Vegetable Lasagna,"['egg','oil','lasagne','parmesan','clove','onion','carrot','celery','parnsip','oil','tomato','wine','oregano','tea','cinnamon','clove','cilantro','salt','pepper','tomato','butter','flour','milk','broth','lemon','pepper','nutmeg']"
Lasagna with Spinach and Tomatoes,"['lasagne','spinach','tomato','clove','onion','oil','tea','milk','butter','flour','salt','pepper','nutmeg','basil','butter']"
Vegetarian Lasagna with Tomatoes and Spinach,"['basil','flour','flour','tea','egg','flour','onion','carrot','celery','clove','oil','tomato','salt','sugar','pepper','spinach','salt','butter','flour','milk','salt','nutmeg','butter','parmesan','sunflower seeds','basil']"
Spinach Lasagna,"['spinach','onion','clove','butter','salt','pepper','quark','cream','milk','cream','parmesan','nutmeg','butter','lasagne']"
Vegetarian Lasagna with Spinach and Carrots,"['lasagne','spinach','carrot','clove','zucchini','salt','pepper','oil','basil','tomato','onion','clove','salt','pepper','oil','butter','tea','ricotta','pecorino']"
Spinach and Tomato Lasagna,"['spinach','clove','oil','salt','pepper','nutmeg','onion','tomato','vinegar','oregano','tomato','quark','parmesan','mozzarella','lasagne','fat']"
"Lasagna with Shrimp, Calamari and Spinach","['octopus','vinegar','salt','rosemary','thyme','parsley','prawn','cod','spinach','onion','butter','flour','wine','fish','creme fraiche','pepper','butter','lasagne','butter']"
Sauerkraut and Pancetta Lasagna,"['pan','onion','butter','sauerkraut','wine','salt','pepper','butter','flour','milk','mozzarella','lasagne','onion']"
Spinach and Potato Lasagna with Béchamel Sauce,"['potato','broth','carrot','spinach','onion','clove','oil','salt','pepper','butter','flour','milk','gouda','nutmeg','pan']"
Fish and Spinach Lasagna,"['spinach','garlic','oil','nutmeg','chervil','butter','flour','milk','lemon','salmon','lasagne','fat','gouda','parmesan']"
Green Lasagna with Peas and Green Asparagus,"['spinach','salt','shallot','garlic','butter','flour','wine','cream','peas','lasagne','asparagus','oil','parmesan']"
Vegetarian Lasagna,"['zucchini','egg','carrot','celery','pepper','leek','tomato','clove','oil','thyme','salt','cayenne','butter','flour','milk','salt','pepper','nutmeg','mozzarella','lasagne','parmesan','oil']"
Potato Lasagna with Mushrooms,"['potato','onion','bacon','butter','ground meat','tomato','broth','salt','pepper','paprika','basil','chanterelle','tomato','butter','flour','milk','beef','nutmeg','ale','basil','butter']"
Fish Lasagna,"['cod','lemon','butter','flour','fish','milk','salt','pepper','cayenne','fennel','mushroom','tomato','dill','mozzarella','lasagne']"
Vegetable Lasagna,"['onion','clove','carrot','leek','butter','butter','salt','pepper','butter','flour','milk','cream','grain','salt','nutmeg','lasagne','gouda']"
Lasagna,"['onion','clove','carrot','celery','oil','beef','tomato','tomato','salt','pepper','butter','flour','milk','salt','pepper','lasagne','mozzarella','tomato','oil']"
Pumpkin Lasagna with Sour Cream,"['pumpkin','cream','flour','egg','ale','salt','pepper','nutmeg','butter','lasagne','tomato','caper']"
Vegetable Lasagna,"['potato','pepper','broccoli','onion','cheddar','lasagne','salt','pepper','butter']"
Meat Lasagna,"['onion','clove','carrot','celery','mozzarella','oil','ground meat','tomato','wine','tomato','salt','pepper','butter','flour','milk','lasagne','parmesan']"
Meat Lasagna,"['onion','celery','carrot','clove','oil','ground meat','tomato','wine','tomato','salt','pepper','butter','flour','milk','salt','pepper','lasagne','parmesan','butter','oregano']"
Pumpkin Lasagna,"['butter','pumpkin','onion','clove','tomato','oil','butter','broth','parmesan','salt','pepper','nutmeg','curry powder','lasagne','gouda','parsley']"
Vegetable Lasagna,"['lasagne','lasagne','zucchini','carrot','scallions','tomato','onion','butter','basil','salt','pepper','thyme','flour','butter','milk','cream','parmesan','salt','pepper','butter']"
Vegetable Lasagna,"['butter','flour','milk','parmesan','salt','pepper','nutmeg','pepper','zucchini','egg','lemon','lasagne','ricotta','pine nuts','butter','rosemary']"
Vegetable Lasagna,"['butter','flour','broth','cream','salt','pepper','nutmeg','broad bean','tomato','carrot','spinach','garlic','shallot','oil','lasagne','mozzarella']"
Fish Lasagna,"['lasagne','salt','spinach','tomato','dill','cod','gouda','butter','dill','butter','flour','milk','nutmeg','salt','pepper']"
Beef Lasagna,"['onion','clove','carrot','celery','oil','beef','tomato','wine','tomato','salt','pepper','butter','flour','milk','nutmeg','lasagne']"
Cabbage Lasagna,"['grain','butter','flour','milk','tomato','onion','clove','cabbage','oil','ground meat','parsley','parmesan','salt','pepper','nutmeg']"
Spinach Lasagna,"['spinach','clove','shallot','oil','tomato','lasagne','cheese','salt','pepper','butter','flour','chicken','creme fraiche']"
Vegetable Lasagna,"['carrot','oil','mozzarella','parmesan','milk','egg','salt','pepper','nutmeg','oil','butter']"
Chicken Lasagna,"['butter','flour','broth','milk','onion','bay leaf','clove','thyme','garlic','salt','cayenne','nutmeg','onion','carrot','celery','oil','chicken','wine','tomato','tomato','chicken','oregano','clove','lemon','salt','pepper','sugar','cayenne','butter','lasagne','cream','ale']"
Turkey Lasagna,"['zucchini','spinach','onion','clove','oil','turkey','wine','beef','ricotta','pecan','salt','pepper','oregano','tea','lemon','oil','lasagne','mozzarella','parmesan']"
Kale Lasagna,"['lasagne','ale','bacon','oil','onion','butter','flour','broth','cream','ale','chives','salt','pepper']"
Vegetable Lasagna,"['zucchini','carrot','egg','onion','clove','tomato','oil','salt','pepper','cumin','oregano','cream','tomato','mozzarella','lasagne','oil','basil']"
Kale Lasagna,"['mushroom','ale','shallot','oil','wine','tomato','salt','pepper','parsley','lasagne','ale']"
Vegetable Lasagna,"['lasagne','milk','butter','flour','salt','pepper','nutmeg','parmesan','carrot','peas','oil','butter','tea','salt','pepper','butter','parmesan']"
Pumpkin Lasagna,"['pumpkin','zucchini','tomato','onion','garlic','ground meat','oil','tomato','beef','salt','pepper','thyme','oregano','cinnamon','butter','flour','milk','salt','pepper','nutmeg','oil','lasagne','cheese']"
Asparagus-Truffle Lasagna,"['asparagus','asparagus','sage','salt','lasagne','tube','butter','parmesan','pepper']"
Zucchini Lasagna,"['butter','flour','broth','milk','pesto','salt','pepper','zucchini','fat','lasagna nooodles','parmesan']"
Asparagus Lasagna,"['asparagus','salt','shallot','butter','flour','wine','chicken','cream','creme fraiche','pepper','nutmeg','lasagne','parmesan','mozzarella']"
